timestamp,temperature.gpu,clocks.sm,clocks.mem,power.draw,memory.used,utilization.gpu,clocks_throttle_reasons.sw_thermal_slowdown,clocks_throttle_reasons.hw_thermal_slowdown,clocks_throttle_reasons.sw_power_cap
2026/09/22 08:39:45.038, 81, 510, 6000, 49.62, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:39:47.120, 81, 510, 6000, 54.08, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:39:49.178, 80, 510, 6000, 44.15, 7524, 92, Active, Not Active, Not Active
2026/09/22 08:39:51.235, 81, 510, 6000, 51.07, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:39:53.295, 81, 510, 6000, 54.07, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:39:55.355, 80, 510, 6000, 44.85, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:39:57.416, 80, 510, 6000, 49.59, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:39:59.478, 80, 510, 6000, 53.99, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:01.532, 80, 510, 6000, 50.69, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:03.587, 80, 510, 6000, 49.59, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:05.644, 80, 510, 6000, 53.74, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:07.706, 80, 540, 6000, 45.99, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:09.760, 80, 510, 6000, 51.61, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:40:11.819, 80, 510, 6000, 53.43, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:40:13.877, 79, 510, 6000, 49.42, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:15.946, 79, 510, 6000, 53.53, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:40:18.001, 79, 510, 6000, 47.06, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:40:20.078, 79, 510, 6000, 48.37, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:22.135, 79, 510, 6000, 53.44, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:24.195, 79, 510, 6000, 48.40, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:26.251, 79, 510, 6000, 46.01, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:28.309, 79, 510, 6000, 46.65, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:40:30.361, 79, 510, 6000, 49.16, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:32.417, 79, 510, 6000, 53.77, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:34.479, 79, 510, 6000, 50.29, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:36.544, 79, 510, 6000, 49.15, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:40:38.597, 79, 510, 6000, 53.20, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:40.658, 79, 900, 6000, 51.33, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:42.722, 79, 840, 6000, 57.63, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:44.782, 79, 840, 6000, 56.43, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:46.834, 79, 840, 6000, 56.73, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:48.893, 79, 795, 6000, 54.50, 7524, 77, Active, Not Active, Not Active
2026/09/22 08:40:50.951, 79, 705, 6000, 59.66, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:40:53.006, 79, 510, 6000, 51.11, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:40:55.058, 79, 510, 6000, 50.11, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:40:57.108, 79, 510, 6000, 53.13, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:40:59.163, 79, 510, 6000, 44.05, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:01.219, 79, 510, 6000, 49.23, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:03.268, 79, 510, 6000, 49.98, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:05.328, 79, 510, 6000, 48.61, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:07.390, 79, 915, 6000, 59.40, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:09.447, 79, 900, 6000, 57.38, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:11.497, 79, 840, 6000, 59.11, 7524, 74, Active, Not Active, Not Active
2026/09/22 08:41:13.551, 79, 1020, 6000, 60.03, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:15.610, 80, 765, 6000, 61.44, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:17.670, 79, 540, 6000, 54.48, 7524, 93, Active, Not Active, Not Active
2026/09/22 08:41:19.909, 79, 630, 6000, 53.36, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:41:21.966, 79, 630, 6000, 51.86, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:24.020, 79, 540, 6000, 54.42, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:41:26.079, 79, 540, 6000, 54.74, 7524, 96, Active, Not Active, Not Active
2026/09/22 08:41:28.155, 79, 630, 6000, 53.09, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:41:30.211, 79, 585, 6000, 51.93, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:32.278, 79, 885, 6000, 49.68, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:34.344, 79, 585, 6000, 51.58, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:41:36.396, 79, 840, 6000, 47.54, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:41:38.458, 79, 570, 6000, 53.06, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:40.514, 79, 585, 6000, 52.71, 7524, 86, Active, Not Active, Not Active
2026/09/22 08:41:42.566, 79, 540, 6000, 54.22, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:44.615, 79, 540, 6000, 55.48, 7524, 96, Active, Not Active, Not Active
2026/09/22 08:41:46.687, 79, 615, 6000, 52.28, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:48.749, 79, 630, 6000, 52.12, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:50.820, 79, 615, 6000, 44.62, 7524, 70, Active, Not Active, Not Active
2026/09/22 08:41:52.896, 79, 540, 6000, 53.92, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:41:54.978, 79, 630, 6000, 52.52, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:41:57.037, 79, 600, 6000, 52.68, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:41:59.093, 79, 570, 6000, 53.21, 7524, 79, Active, Not Active, Not Active
2026/09/22 08:42:01.150, 79, 525, 6000, 54.22, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:42:03.221, 79, 855, 6000, 49.22, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:42:05.290, 79, 645, 6000, 51.87, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:07.353, 79, 615, 6000, 50.84, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:42:09.405, 79, 540, 6000, 54.34, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:42:11.462, 79, 855, 6000, 45.93, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:13.524, 79, 645, 6000, 52.07, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:15.596, 79, 780, 6000, 53.63, 7524, 90, Active, Not Active, Not Active
2026/09/22 08:42:17.711, 79, 780, 6000, 61.26, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:42:19.770, 79, 780, 6000, 60.40, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:42:21.825, 79, 780, 6000, 61.21, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:42:23.891, 79, 765, 6000, 61.07, 7524, 96, Active, Not Active, Not Active
2026/09/22 08:42:25.963, 79, 765, 6000, 61.50, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:42:28.043, 79, 765, 6000, 61.29, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:42:30.093, 79, 525, 6000, 53.83, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:42:32.161, 79, 855, 6000, 51.70, 7524, 93, Active, Not Active, Not Active
2026/09/22 08:42:34.242, 79, 600, 6000, 51.58, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:36.296, 79, 510, 6000, 53.49, 7524, 76, Active, Not Active, Not Active
2026/09/22 08:42:38.365, 79, 525, 6000, 54.02, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:42:40.422, 79, 840, 6000, 51.84, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:42:42.481, 79, 615, 6000, 51.68, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:44.565, 79, 600, 6000, 50.15, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:42:46.638, 79, 525, 6000, 54.03, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:42:48.693, 79, 615, 6000, 47.79, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:42:50.749, 79, 630, 6000, 51.56, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:52.798, 78, 1140, 6000, 54.11, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:42:54.858, 79, 540, 6000, 53.97, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:42:56.911, 79, 630, 6000, 54.30, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:42:58.968, 79, 615, 6000, 50.44, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:43:01.022, 79, 540, 6000, 54.44, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:43:03.086, 78, 630, 6000, 51.52, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:05.139, 79, 525, 6000, 53.61, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:43:07.210, 79, 780, 6000, 54.70, 7524, 91, Active, Not Active, Not Active
2026/09/22 08:43:09.300, 79, 870, 6000, 58.02, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:11.365, 79, 870, 6000, 59.01, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:43:13.420, 79, 870, 6000, 59.14, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:43:15.477, 79, 870, 6000, 57.65, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:17.528, 79, 870, 6000, 57.65, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:19.597, 79, 855, 6000, 57.38, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:21.649, 79, 840, 6000, 58.24, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:23.733, 79, 840, 6000, 58.10, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:25.788, 79, 570, 6000, 51.46, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:27.845, 79, 690, 6000, 53.84, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:43:29.918, 79, 525, 6000, 55.65, 7524, 96, Active, Not Active, Not Active
2026/09/22 08:43:31.981, 79, 630, 6000, 52.26, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:34.032, 79, 855, 6000, 49.99, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:43:36.089, 79, 525, 6000, 55.20, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:43:38.143, 79, 615, 6000, 51.59, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:40.204, 79, 570, 6000, 49.38, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:43:42.264, 79, 525, 6000, 53.61, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:43:44.324, 79, 615, 6000, 52.77, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:46.380, 79, 630, 6000, 51.68, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:48.437, 79, 525, 6000, 53.74, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:43:50.492, 79, 540, 6000, 54.04, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:43:52.552, 79, 630, 6000, 51.72, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:43:54.606, 79, 600, 6000, 50.93, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:43:56.658, 79, 540, 6000, 54.09, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:43:58.720, 79, 540, 6000, 54.65, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:44:00.774, 79, 615, 6000, 52.76, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:02.841, 79, 885, 6000, 59.27, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:04.898, 79, 885, 6000, 57.45, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:06.947, 79, 870, 6000, 57.49, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:09.000, 79, 840, 6000, 58.21, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:11.069, 79, 825, 6000, 57.44, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:44:13.136, 79, 840, 6000, 55.79, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:44:15.203, 79, 540, 6000, 54.44, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:44:17.267, 79, 660, 6000, 58.80, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:44:19.325, 79, 630, 6000, 51.94, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:21.379, 79, 540, 6000, 54.30, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:44:23.430, 79, 570, 6000, 51.55, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:44:25.493, 79, 630, 6000, 51.88, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:27.579, 79, 600, 6000, 51.91, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:29.628, 79, 540, 6000, 54.15, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:44:31.688, 79, 855, 6000, 48.04, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:33.747, 79, 630, 6000, 52.18, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:35.814, 79, 630, 6000, 51.29, 7524, 97, Active, Not Active, Not Active
2026/09/22 08:44:37.873, 79, 540, 6000, 54.54, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:44:39.932, 79, 855, 6000, 50.38, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:44:41.991, 79, 645, 6000, 52.11, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:44.078, 79, 855, 6000, 53.14, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:44:46.130, 79, 555, 6000, 54.02, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:44:48.182, 79, 645, 6000, 52.19, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:44:50.243, 79, 750, 6000, 53.53, 7524, 76, Active, Not Active, Not Active
2026/09/22 08:44:52.295, 79, 765, 6000, 55.64, 7524, 76, Active, Not Active, Not Active
2026/09/22 08:44:54.360, 79, 975, 6000, 57.94, 7524, 81, Active, Not Active, Not Active
2026/09/22 08:44:56.417, 79, 1350, 6000, 56.69, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:44:58.470, 79, 765, 6000, 61.43, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:00.521, 79, 780, 6000, 61.56, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:02.576, 79, 780, 6000, 61.56, 7524, 95, Active, Not Active, Not Active
2026/09/22 08:45:04.637, 80, 810, 6000, 58.20, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:45:06.696, 79, 600, 6000, 51.72, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:08.762, 79, 600, 6000, 49.57, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:10.817, 79, 525, 6000, 53.96, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:12.871, 79, 855, 6000, 52.67, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:14.928, 79, 570, 6000, 51.29, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:45:16.980, 79, 525, 6000, 50.99, 7524, 79, Active, Not Active, Not Active
2026/09/22 08:45:19.033, 79, 525, 6000, 53.42, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:21.087, 79, 615, 6000, 52.74, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:23.145, 79, 630, 6000, 51.58, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:45:25.201, 79, 600, 6000, 51.03, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:27.262, 79, 810, 6000, 56.38, 7524, 67, Active, Not Active, Not Active
2026/09/22 08:45:29.312, 79, 765, 6000, 56.57, 7524, 67, Active, Not Active, Not Active
2026/09/22 08:45:31.369, 79, 1125, 6000, 60.66, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:33.429, 79, 930, 6000, 60.80, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:35.478, 79, 750, 6000, 60.70, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:37.528, 79, 765, 6000, 58.74, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:39.590, 79, 750, 6000, 61.62, 7524, 96, Active, Not Active, Not Active
2026/09/22 08:45:41.645, 79, 750, 6000, 62.35, 7524, 93, Active, Not Active, Not Active
2026/09/22 08:45:43.714, 79, 750, 6000, 60.61, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:45.776, 79, 510, 6000, 53.31, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:45:47.828, 79, 555, 6000, 50.95, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:49.884, 79, 525, 6000, 50.33, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:45:51.946, 79, 510, 6000, 53.20, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:45:54.005, 79, 510, 6000, 53.90, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:45:56.062, 79, 555, 6000, 50.83, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:45:58.125, 79, 795, 6000, 59.78, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:46:00.180, 79, 795, 6000, 56.85, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:46:02.231, 79, 780, 6000, 56.42, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:46:04.342, 79, 720, 6000, 59.84, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:46:06.391, 79, 720, 6000, 59.89, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:46:08.454, 79, 735, 6000, 59.78, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:46:10.511, 79, 720, 6000, 60.82, 7524, 96, Active, Not Active, Not Active
2026/09/22 08:46:12.565, 79, 975, 6000, 55.91, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:46:14.627, 79, 855, 6000, 57.33, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:46:16.679, 79, 855, 6000, 56.77, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:46:18.747, 79, 855, 6000, 55.30, 7524, 98, Active, Not Active, Not Active
2026/09/22 08:46:20.805, 79, 510, 6000, 43.71, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:46:22.856, 79, 555, 6000, 51.42, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:46:24.924, 79, 510, 6000, 51.83, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:46:27.117, 79, 510, 6000, 53.31, 7524, 99, Active, Not Active, Not Active
2026/09/22 08:46:29.194, 79, 570, 6000, 53.73, 7524, 94, Active, Not Active, Not Active
2026/09/22 08:46:31.257, 79, 540, 6000, 50.86, 7524, 100, Active, Not Active, Not Active
2026/09/22 08:46:33.316, 79, 885, 6000, 56.86, 7524, 42, Active, Not Active, Not Active
2026/09/22 08:46:35.370, 79, 615, 6000, 56.87, 7524, 98, Active, Not Active, Not Active
